  Note    Freq Hz     Dur ms
   G#1      103.8       33.8
   G#5     1661.8      143.6
   ---        0.0       25.3
   G#1      103.8       33.8
   ---        0.0      367.6
    C4      523.3        4.2
   G#1      103.8       33.8
    C4      523.3       29.6
   D#4      622.4      114.1
   ---        0.0       21.1
   C#4      554.5        4.2
   G#1      103.8       33.8
   C#4      554.5       29.6
    E4      658.5      215.5
   ---        0.0       21.1
   F#4      740.2       80.3
   ---        0.0       21.1
   C#4      554.5        4.2
   G#1      103.8       33.8
   C#4      554.5       29.6
   G#4      830.9      114.1
   ---        0.0       21.1
    C4      523.3        4.2
   G#1      103.8       33.8
    C4      523.3       29.6
   D#4      622.4      342.2
   G#1      103.8       33.8
   D#4      622.4      169.0
   G#1      103.8       33.8
   D#4      622.4      143.6
   ---        0.0      223.9
    C4      523.3        4.2
   G#1      103.8       33.8
    C4      523.3       29.6
   D#4      622.4      114.1
   ---        0.0       21.1
   C#4      554.5        4.2
   G#1      103.8       33.8
   C#4      554.5       29.6
    E4      658.5      215.5
   ---        0.0       21.1
   F#4      740.2       80.3
   ---        0.0       21.1
   C#4      554.5        4.2
   G#1      103.8       33.8
   C#4      554.5       29.6
   G#4      830.9      114.1
   ---        0.0       21.1
   D#4      622.4        4.2
    B1      123.5       33.8
   D#4      622.4       29.6
   F#4      740.2      114.1
   ---        0.0       21.1
    B3      494.1      105.6
   C#2      138.6       33.8
    B3      494.1       42.2
   ---        0.0       21.1
    B4      988.6        4.2
   D#2      155.6       33.8
    B4      988.6      143.6
   ---        0.0       21.1
    B3      494.1        4.2
    E2      164.6       33.8
    B3      494.1       29.6
   G#4      830.9      215.5
   ---        0.0       21.1
   F#4      740.2       80.3
   ---        0.0       21.1
    E4      658.5      207.0
    C2      130.8       33.8
    E4      658.5       29.6
    G4      784.5      114.1
   ---        0.0       21.1
    D4      587.5       67.6
   F#4      740.2      114.1
   ---        0.0       21.1
    C4      523.3       67.6
    E4      658.5      114.1
   ---        0.0       21.1
    B3      494.1        4.2
    B1      123.5       33.8
    B3      494.1       29.6
    D4      587.5      114.1
   ---        0.0       21.1
    G3      392.1       67.6
    B3      494.1      114.1
   ---        0.0       21.1
    D3      293.7       67.6
    G3      392.1      114.1
   ---        0.0       21.1
   C#4      554.5        4.2
    A1      110.0       33.8
   C#4      554.5       29.6
    E4      658.5      342.2
    A1      110.0       33.8
    E4      658.5      169.0
    A1      110.0       33.8
    E4      658.5      143.6
   ---        0.0      223.9
   C#4      554.5        4.2
    A1      110.0       33.8
   C#4      554.5       29.6
    E4      658.5      114.1
   ---        0.0       21.1
    D4      587.5        4.2
    A1      110.0       33.8
    D4      587.5       29.6
    F4      698.6      215.5
   ---        0.0       21.1
    G4      784.5       80.3
   ---        0.0       21.1
    A4      880.6        4.2
    A1      110.0       33.8
    A4      880.6      143.6
   ---        0.0       21.1
   C#4      554.5        4.2
    A1      110.0       33.8
   C#4      554.5       29.6
    E4      658.5      342.2
    A1      110.0       33.8
    E4      658.5      169.0
    A1      110.0       33.8
    E4      658.5      143.6
   ---        0.0      223.9
   C#4      554.5        4.2
    A1      110.0       33.8
   C#4      554.5       29.6
    E4      658.5      114.1
   ---        0.0       21.1
    D4      587.5        4.2
    D2      146.9       33.8
    D4      587.5       29.6
    F4      698.6      139.4
    C2      130.8       33.8
    F4      698.6       42.2
   ---        0.0       21.1
    G4      784.5       80.3
   ---        0.0       21.1
    A4      880.6        4.2
   A#1      116.5       33.8
    A4      880.6      143.6
   ---        0.0       21.1
   C#4      554.5        4.2
    A1      110.0       33.8
   C#4      554.5       29.6
    E4      658.5      342.2
    A1      110.0       33.8
    E4      658.5      169.0
    A1      110.0       33.8
    E4      658.5      143.6
   ---        0.0      223.9
   C#4      554.5        4.2
    A1      110.0       33.8
   C#4      554.5       29.6
    E4      658.5      114.1
   ---        0.0       21.1
    D4      587.5        4.2
    G1       98.0       33.8
    D4      587.5       29.6
   F#4      740.2      114.1
   ---        0.0       21.1
    A4      880.6      101.4
    B3      494.1       67.6
    A4      880.6       12.7
   ---        0.0       21.1
    A3      440.1       67.6
   F#4      740.2      114.1
   ---        0.0       21.1
   C#4      554.5        4.2
    A1      110.0       33.8
   C#4      554.5       29.6
    E4      658.5      342.2
    A1      110.0       33.8
    E4      658.5      143.6
   ---        0.0       21.1
    D4      587.5        4.2
    G1       98.0       33.8
    D4      587.5       29.6
   F#4      740.2      114.1
   ---        0.0       21.1
    A4      880.6        4.2
    D2      146.9       33.8
    A4      880.6       63.4
    B3      494.1       67.6
    A4      880.6       12.7
   ---        0.0       21.1
    A3      440.1        4.2
    G2      196.0       33.8
    A3      440.1       29.6
   F#4      740.2      114.1
   ---        0.0       21.1
    B3      494.1        4.2
    B1      123.5       33.8
    B3      494.1       29.6
    E4      658.5      139.4
   F#2      185.0       33.8
    E4      658.5      169.0
    B2      247.0       33.8
    E4      658.5      164.8
    A3      440.1        4.2
    B1      123.5       33.8
    A3      440.1       29.6
    E4      658.5      139.4
   F#2      185.0       33.8
    E4      658.5      169.0
    B2      247.0       33.8
    E4      658.5      143.6
   ---        0.0       21.1
    G3      392.1        4.2
    B1      123.5       33.8
    G3      392.1       29.6
   D#4      622.4      139.4
   F#2      185.0       33.8
   D#4      622.4      169.0
    B2      247.0       33.8
   D#4      622.4      164.8
   F#3      370.1        4.2
    B1      123.5       33.8
   F#3      370.1       29.6
   D#4      622.4      139.4
   F#2      185.0       33.8
   D#4      622.4      169.0
    B2      247.0       33.8
   D#4      622.4      143.6
   ---        0.0       21.1
    G3      392.1        4.2
    E1       82.3       33.8
    G3      392.1       29.6
    B3      494.1      139.4
    B1      123.5       33.8
    B3      494.1      131.0
    E4      658.5       38.0
    E2      164.6       33.8
    E4      658.5       29.6
    G4      784.5      114.1
   ---        0.0       21.1
   D#4      622.4        4.2
   F#1       92.5       33.8
   D#4      622.4       29.6
   F#4      740.2      114.1
   ---        0.0       21.1
   C#4      554.5        4.2
    B1      123.5       33.8
   C#4      554.5       29.6
    E4      658.5      114.1
   ---        0.0       21.1
   D#4      622.4        4.2
   F#2      185.0       33.8
   D#4      622.4       29.6
   F#4      740.2      114.1
   ---        0.0       21.1
    D4      587.5        4.2
    G1       98.0       33.8
    D4      587.5       29.6
    G4      784.5      139.4
    D2      146.9       33.8
    G4      784.5       42.2
   ---        0.0       21.1
    D4      587.5       67.6
   F#4      740.2       12.7
   ---        0.0       21.1
    D4      587.5        4.2
    G2      196.0       33.8
    D4      587.5       29.6
    E4      658.5      114.1
   ---        0.0       21.1
    B3      494.1        4.2
    A1      110.0       33.8
    B3      494.1       29.6
    D4      587.5      114.1
   ---        0.0       21.1
    A3      440.1        4.2
    E2      164.6       33.8
    A3      440.1       29.6
    C4      523.3      114.1
   ---        0.0       21.1
   F#3      370.1        4.2
    A2      220.0       33.8
   F#3      370.1       29.6
    A3      440.1      114.1
   ---        0.0       21.1
    G3      392.1        4.2
    B1      123.5       33.8
    G3      392.1       29.6
    B3      494.1      139.4
    B2      247.0       33.8
    B3      494.1      131.0
    E4      658.5       38.0
    B1      123.5       33.8
    E4      658.5       29.6
    G4      784.5      114.1
   ---        0.0       21.1
   F#4      740.2        4.2
    C2      130.8       33.8
   F#4      740.2       29.6
    A4      880.6      114.1
   ---        0.0       21.1
    E4      658.5        4.2
    C3      261.7       33.8
    E4      658.5       29.6
    G4      784.5      114.1
   ---        0.0       21.1
   F#4      740.2        4.2
    C2      130.8       33.8
   F#4      740.2       29.6
    A4      880.6      114.1
   ---        0.0       21.1
    E4      658.5        4.2
    B1      123.5       33.8
    E4      658.5       29.6
    B4      988.6      240.8
    B2      247.0       33.8
    B4      988.6       67.6
    B1      123.5       33.8
    B4      988.6      164.8
   D#4      622.4        4.2
    B1      123.5       33.8
   D#4      622.4       29.6
    B4      988.6      240.8
    B2      247.0       33.8
    B4      988.6       67.6
    B1      123.5       33.8
    B4      988.6      143.6
   ---        0.0       21.1
    E4      658.5        4.2
    C2      130.8       33.8
    E4      658.5       29.6
    B4      988.6      519.7
   ---        0.0       21.1
    D4      587.5        4.2
    G1       98.0       33.8
    D4      587.5       29.6
    B4      988.6      114.1
   ---        0.0       21.1
    G4      784.5      181.7
   ---        0.0       21.1
    A4      880.6      181.7
   ---        0.0       21.1
    E4      658.5        4.2
    C2      130.8       33.8
    E4      658.5       29.6
    B4      988.6      519.7
   ---        0.0       21.1
    D4      587.5        4.2
    G1       98.0       33.8
    D4      587.5       29.6
    B4      988.6      114.1
   ---        0.0       21.1
    G4      784.5      181.7
   ---        0.0       21.1
    A4      880.6      181.7
   ---        0.0       21.1
    E4      658.5        4.2
    C2      130.8       33.8
    E4      658.5       29.6
    B4      988.6      215.5
   ---        0.0       21.1
    A4      880.6       80.3
   ---        0.0       21.1
    G4      784.5      181.7
   ---        0.0       21.1
    E4      658.5        4.2
    C2      130.8       33.8
    E4      658.5       29.6
    A4      880.6      114.1
   ---        0.0       21.1
    G4      784.5      181.7
   ---        0.0       21.1
    E4      658.5      181.7
   ---        0.0       21.1
   D#4      622.4        4.2
    B1      123.5       33.8
   D#4      622.4       29.6
   F#4      740.2       33.8
   D#2      155.6       67.6
   F#4      740.2       33.8
   F#2      185.0       67.6
   F#4      740.2       33.8
    A2      220.0       67.6
   F#4      740.2       33.8
    B2      247.0       67.6
   F#4      740.2       33.8
   D#3      311.2       67.6
   F#4      740.2       33.8
   F#3      370.1       67.6
   F#4      740.2       33.8
    A3      440.1       67.6
   F#4      740.2       33.8
    B3      494.1       67.6
   F#4      740.2       33.8
   D#4      622.4       67.6
   F#4      740.2      135.2
    A4      880.6       67.6
   F#4      740.2       12.7
   ---        0.0       21.1
    G4      784.5        4.2
    B2      247.0       33.8
    G4      784.5       29.6
    B4      988.6      240.8
    E3      329.2       33.8
    B4      988.6       67.6
    G3      392.1       33.8
    B4      988.6      143.6
   ---        0.0       21.1
    A4      880.6        4.2
   F#3      370.1       33.8
    A4      880.6       29.6
    B4      988.6      139.4
    E3      329.2       33.8
    B4      988.6      169.0
   F#3      370.1       33.8
    B4      988.6      143.6
   ---        0.0       21.1
    G4      784.5        4.2
    G3      392.1       33.8
    G4      784.5       29.6
    B4      988.6      240.8
    B2      247.0       33.8
    B4      988.6       67.6
    E3      329.2       33.8
    B4      988.6      143.6
   ---        0.0       21.1
    A4      880.6        4.2
    D3      293.7       33.8
    A4      880.6       29.6
    C5     1046.7      139.4
    C3      261.7       33.8
    C5     1046.7      169.0
    A2      220.0       33.8
    C5     1046.7      143.6
   ---        0.0       21.1
    G4      784.5        4.2
    B2      247.0       33.8
    G4      784.5       29.6
    B4      988.6      240.8
    E3      329.2       33.8
    B4      988.6       67.6
    G3      392.1       33.8
    B4      988.6      143.6
   ---        0.0       21.1
    G4      784.5        4.2
    A3      440.1       33.8
    G4      784.5       29.6
    C5     1046.7      139.4
    G3      392.1       33.8
    C5     1046.7      169.0
    A3      440.1       33.8
    C5     1046.7      143.6
   ---        0.0       21.1
    G4      784.5        4.2
    B3      494.1       33.8
    G4      784.5       29.6
    B4      988.6      519.7
   ---        0.0       21.1
   F#4      740.2       67.6
    B4      988.6      519.7
   ---        0.0       21.1
    E3      329.2        4.2
    C2      130.8       33.8
    E3      329.2       29.6
    B4      988.6       33.8
    G3      392.1       67.6
    B4      988.6       33.8
    C4      523.3       67.6
    B4      988.6       12.7
   ---        0.0       21.1
    E3      329.2       67.6
    E5     1317.0       12.7
   ---        0.0       21.1
    G3      392.1       67.6
    B4      988.6       33.8
    C4      523.3       67.6
    B4      988.6       12.7
   ---        0.0       21.1
    D3      293.7        4.2
    G1       98.0       33.8
    D3      293.7       29.6
    D5     1175.5       33.8
    G3      392.1       67.6
    D5     1175.5       12.7
   ---        0.0       21.1
    B3      494.1       67.6
    B4      988.6       33.8
    D3      293.7       67.6
    B4      988.6       12.7
   ---        0.0       21.1
    G3      392.1       67.6
    G4      784.5       33.8
    B3      494.1       67.6
    G4      784.5       12.7
   ---        0.0       21.1
    E3      329.2        4.2
    C2      130.8       33.8
    E3      329.2       29.6
    E4      658.5       33.8
    G3      392.1       67.6
    E4      658.5       33.8
    C4      523.3       67.6
    E4      658.5       12.7
   ---        0.0       21.1
    E3      329.2       67.6
    G4      784.5       12.7
   ---        0.0       21.1
    G3      392.1       67.6
    C5     1046.7       33.8
    C4      523.3       67.6
    C5     1046.7       12.7
   ---        0.0       21.1
    D3      293.7        4.2
    G1       98.0       33.8
    D3      293.7       29.6
    B4      988.6       33.8
    G3      392.1       67.6
    B4      988.6       12.7
   ---        0.0       21.1
    B3      494.1       67.6
    G4      784.5       33.8
    D3      293.7       67.6
    G4      784.5       12.7
   ---        0.0       21.1
    G3      392.1       67.6
    D4      587.5       33.8
    B3      494.1       67.6
    D4      587.5       12.7
   ---        0.0       21.1
   A#3      466.3       67.6
    A4      880.6      215.5
   ---        0.0       21.1
    D5     1175.5       80.3
   ---        0.0       21.1
    A4      880.6      181.7
   ---        0.0       21.1
    F3      349.3       67.6
    C5     1046.7      114.1
   ---        0.0       21.1
    A4      880.6      181.7
   ---        0.0       21.1
    F4      698.6      181.7
   ---        0.0       21.1
   A#3      466.3       67.6
    D4      587.5      215.5
   ---        0.0       21.1
    F4      698.6       80.3
   ---        0.0       21.1
   A#4      932.9      181.7
   ---        0.0       21.1
    F3      349.3       67.6
    A4      880.6      114.1
   ---        0.0       21.1
    F4      698.6      181.7
   ---        0.0       21.1
    C4      523.3      181.7
   ---        0.0       21.1
   A#3      466.3        4.2
    D2      146.9       33.8
   A#3      466.3       29.6
    A4      880.6      215.5
   ---        0.0       21.1
    F4      698.6       80.3
   ---        0.0       21.1
    D4      587.5      181.7
   ---        0.0       21.1
    B3      494.1        4.2
    D1       73.4       33.8
    B3      494.1       29.6
    G4      784.5      338.0
    B3      494.1        4.2
    D1       73.4       33.8
    B3      494.1       29.6
    G4      784.5      135.2
    B3      494.1        4.2
    D1       73.4       33.8
    B3      494.1       29.6
    G4      784.5      338.0
    B3      494.1        4.2
    D1       73.4       33.8
    B3      494.1       29.6
    G4      784.5      114.1
   ---        0.0       21.1
   A#3      466.3        4.2
    D2      146.9       33.8
   A#3      466.3       29.6
    A4      880.6      215.5
   ---        0.0       21.1
    F4      698.6       80.3
   ---        0.0       21.1
    D4      587.5      181.7
   ---        0.0       21.1
    B3      494.1        4.2
    D1       73.4       33.8
    B3      494.1       29.6
    G4      784.5      338.0
    B3      494.1        4.2
    D1       73.4       33.8
    B3      494.1       29.6
    G4      784.5      135.2
    B3      494.1        4.2
    D1       73.4       33.8
    B3      494.1       29.6
    G4      784.5      338.0
    B3      494.1        4.2
    D1       73.4       33.8
    B3      494.1       29.6
    G4      784.5      114.1
   ---        0.0       21.1
    D3      293.7       67.6
    A4      880.6      135.2
    F3      349.3        4.2
   A#1      116.5       33.8
    F3      349.3       29.6
    A4      880.6       12.7
   ---        0.0       21.1
    F4      698.6       80.3
   ---        0.0       21.1
   A#3      466.3       67.6
    D4      587.5      114.1
   ---        0.0       21.1
    D3      293.7       67.6
   A#4      932.9      135.2
    G3      392.1        4.2
    G1       98.0       33.8
    G3      392.1       29.6
   A#4      932.9       12.7
   ---        0.0       21.1
    G4      784.5       80.3
   ---        0.0       21.1
   A#3      466.3       67.6
    D4      587.5      114.1
   ---        0.0       21.1
    D3      293.7       67.6
    B4      988.6      135.2
    G3      392.1        4.2
    G2      196.0       33.8
    G3      392.1       29.6
    B4      988.6       12.7
   ---        0.0       21.1
    G4      784.5       80.3
   ---        0.0       21.1
    B3      494.1       67.6
    F4      698.6      114.1
   ---        0.0       21.1
    E3      329.2       67.6
    C5     1046.7      135.2
    G3      392.1        4.2
    C2      130.8       33.8
    G3      392.1       29.6
    C5     1046.7       12.7
   ---        0.0       21.1
    G4      784.5       80.3
   ---        0.0       21.1
    C4      523.3       67.6
    F4      698.6      114.1
   ---        0.0       21.1
    E3      329.2       67.6
   C#5     1108.9      135.2
    A3      440.1        4.2
    A1      110.0       33.8
    A3      440.1       29.6
   C#5     1108.9       12.7
   ---        0.0       21.1
    A4      880.6       80.3
   ---        0.0       21.1
   C#4      554.5       67.6
    G4      784.5      114.1
   ---        0.0       21.1
    F3      349.3       67.6
    D5     1175.5      135.2
    A3      440.1        4.2
    D2      146.9       33.8
    A3      440.1       29.6
    D5     1175.5       12.7
   ---        0.0       21.1
    A4      880.6       80.3
   ---        0.0       21.1
    D4      587.5       67.6
    F4      698.6      114.1
   ---        0.0       21.1
    A4      880.6        4.2
    C2      130.8       33.8
    A4      880.6       29.6
    E5     1317.0      114.1
   ---        0.0       21.1
    G4      784.5        4.2
   A#1      116.5       33.8
    G4      784.5       29.6
    F5     1397.2      114.1
   ---        0.0       21.1
    D4      587.5       67.6
    G5     1570.0       38.0
   A#2      233.1       33.8
    G5     1570.0       42.2
   ---        0.0       21.1
    C4      523.3        4.2
   A#1      116.5       33.8
    C4      523.3       29.6
   G#5     1661.8      114.1
   ---        0.0       21.1
   C#4      554.5        4.2
    A1      110.0       33.8
   C#4      554.5       29.6
    A5     1762.5      215.5
   ---        0.0       21.1
   C#4      554.5       67.6
    A4      880.6       12.7
   ---        0.0       21.1
   C#4      554.5       67.6
    A4      880.6      114.1
   ---        0.0       21.1
    D4      587.5        4.2
   A#1      116.5       33.8
    D4      587.5       29.6
    A5     1762.5      215.5
   ---        0.0       21.1
    D4      587.5       67.6
    A4      880.6       12.7
   ---        0.0       21.1
    D4      587.5       67.6
    A4      880.6      114.1
   ---        0.0       21.1
   C#4      554.5        4.2
    A1      110.0       33.8
   C#4      554.5       29.6
    A5     1762.5      215.5
   ---        0.0       21.1
   C#4      554.5        4.2
    B1      123.5       33.8
   C#4      554.5       29.6
    A4      880.6       12.7
   ---        0.0       21.1
   C#4      554.5        4.2
   C#2      138.6       33.8
   C#4      554.5       29.6
    A4      880.6      114.1
   ---        0.0       21.1
    F4      698.6        4.2
    D2      146.9       33.8
    F4      698.6       29.6
    D5     1175.5      114.1
   ---        0.0       21.1
    E4      658.5        4.2
   A#1      116.5       33.8
    E4      658.5       29.6
    E5     1317.0      114.1
   ---        0.0       21.1
    D4      587.5       67.6
    F5     1397.2       38.0
   A#2      233.1       33.8
    F5     1397.2       42.2
   ---        0.0       21.1
    C4      523.3        4.2
   A#1      116.5       33.8
    C4      523.3       29.6
    G5     1570.0      114.1
   ---        0.0       21.1
   C#4      554.5        4.2
    A1      110.0       33.8
   C#4      554.5       29.6
    A5     1762.5      215.5
   ---        0.0       21.1
   C#4      554.5       67.6
    A4      880.6       12.7
   ---        0.0       21.1
   C#4      554.5       67.6
    A4      880.6      114.1
   ---        0.0       21.1
    D4      587.5        4.2
   A#1      116.5       33.8
    D4      587.5       29.6
    A5     1762.5      215.5
   ---        0.0       21.1
    D4      587.5       67.6
    A4      880.6       12.7
   ---        0.0       21.1
    D4      587.5       67.6
    A4      880.6      114.1
   ---        0.0       21.1
   C#4      554.5        4.2
    A1      110.0       33.8
   C#4      554.5       29.6
    A5     1762.5      215.5
   ---        0.0       21.1
   C#4      554.5        4.2
    B1      123.5       33.8
   C#4      554.5       29.6
    A4      880.6       12.7
   ---        0.0       21.1
   C#4      554.5        4.2
   C#2      138.6       33.8
   C#4      554.5       29.6
    A4      880.6      114.1
   ---        0.0       21.1
    F4      698.6        4.2
    D2      146.9       33.8
    F4      698.6       29.6
    D5     1175.5      114.1

Total: 101.0s
