  Note    Freq Hz     Dur ms
   ---        0.0      540.8
    F3      349.3       67.6
   ---        0.0      545.0
    D2      146.9       33.8
   A#3      466.3       29.6
   ---        0.0      545.0
    D1       73.4       33.8
    B3      494.1       29.6
   ---        0.0      342.2
    D1       73.4       33.8
    B3      494.1       29.6
   ---        0.0      139.4
    D1       73.4       33.8
    B3      494.1       29.6
   ---        0.0      342.2
    D1       73.4       33.8
    B3      494.1       29.6
   ---        0.0      139.4
    D2      146.9       33.8
   A#3      466.3       29.6
   ---        0.0      545.0
    D1       73.4       33.8
    B3      494.1       29.6
   ---        0.0      342.2
    D1       73.4       33.8
    B3      494.1       29.6
   ---        0.0      139.4
    D1       73.4       33.8
    B3      494.1       29.6
   ---        0.0      342.2
    D1       73.4       33.8
    B3      494.1       29.6
   ---        0.0      135.2
    D3      293.7       67.6
   ---        0.0      139.4
   A#1      116.5       33.8
    F3      349.3       29.6
   ---        0.0      135.2
   A#3      466.3       67.6
   ---        0.0      135.2
    D3      293.7       67.6
   ---        0.0      139.4
    G1       98.0       33.8
    G3      392.1       29.6
   ---        0.0      135.2
   A#3      466.3       67.6
   ---        0.0      135.2
    D3      293.7       67.6
   ---        0.0      139.4
    G2      196.0       33.8
    G3      392.1       29.6
   ---        0.0      135.2
    B3      494.1       67.6
   ---        0.0      135.2
    E3      329.2       67.6
   ---        0.0      139.4
    C2      130.8       33.8
    G3      392.1       29.6
   ---        0.0      135.2
    C4      523.3       67.6
   ---        0.0      135.2
    E3      329.2       67.6
   ---        0.0      139.4
    A1      110.0       33.8
    A3      440.1       29.6
   ---        0.0      135.2
   C#4      554.5       67.6
   ---        0.0      135.2
    F3      349.3       67.6
   ---        0.0      139.4
    D2      146.9       33.8
    A3      440.1       29.6
   ---        0.0      135.2
    D4      587.5       67.6
   ---        0.0      139.4
    C2      130.8       33.8
    A4      880.6       29.6
   ---        0.0      139.4
   A#1      116.5       33.8
    G4      784.5       29.6
   ---        0.0      135.2
    D4      587.5       67.6
   ---        0.0       38.0
   A#2      233.1       33.8
   ---        0.0       67.6
   A#1      116.5       33.8
    C4      523.3       29.6
   ---        0.0      139.4
    A1      110.0       33.8
   C#4      554.5       29.6
   ---        0.0      236.6
   C#4      554.5       67.6
   ---        0.0       33.8
   C#4      554.5       67.6
   ---        0.0      139.4
   A#1      116.5       33.8
    D4      587.5       29.6
   ---        0.0      236.6
    D4      587.5       67.6
   ---        0.0       33.8
    D4      587.5       67.6
   ---        0.0      139.4
    A1      110.0       33.8
   C#4      554.5       29.6
   ---        0.0      240.8
    B1      123.5       33.8
   C#4      554.5       29.6
   ---        0.0       38.0
   C#2      138.6       33.8
   C#4      554.5       29.6
   ---        0.0      139.4
    D2      146.9       33.8
    F4      698.6       29.6
   ---        0.0      139.4
   A#1      116.5       33.8
    E4      658.5       29.6
   ---        0.0      135.2
    D4      587.5       67.6
   ---        0.0       38.0
   A#2      233.1       33.8
   ---        0.0       67.6
   A#1      116.5       33.8
    C4      523.3       29.6
   ---        0.0      139.4
    A1      110.0       33.8
   C#4      554.5       29.6
   ---        0.0      236.6
   C#4      554.5       67.6
   ---        0.0       33.8
   C#4      554.5       67.6
   ---        0.0      139.4
   A#1      116.5       33.8
    D4      587.5       29.6
   ---        0.0      236.6
    D4      587.5       67.6
   ---        0.0       33.8
    D4      587.5       67.6
   ---        0.0      139.4
    A1      110.0       33.8
   C#4      554.5       29.6
   ---        0.0      240.8
    B1      123.5       33.8
   C#4      554.5       29.6
   ---        0.0       38.0
   C#2      138.6       33.8
   C#4      554.5       29.6
   ---        0.0      139.4
    D2      146.9       33.8
    F4      698.6       29.6

Total: 99.8s
